,strikePrice,expiryDate,PE,CE
395,22600,29-May-2025,"{'strikePrice': 22600, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE22600.00', 'openInterest': 98, 'changeinOpenInterest': 37, 'pchangeinOpenInterest': 60.65573770491803, 'totalTradedVolume': 99, 'impliedVolatility': 14.26, 'lastPrice': 404.8, 'change': -61.19999999999999, 'pChange': -13.133047210300427, 'totalBuyQuantity': 2700, 'totalSellQuantity': 900, 'bidQty': 225, 'bidprice': 394.4, 'askQty': 75, 'askPrice': 411.85, 'underlyingValue': 22508.75}","{'strikePrice': 22600, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE22600.00', 'openInterest': 81, 'changeinOpenInterest': -1, 'pchangeinOpenInterest': -1.2195121951219512, 'totalTradedVolume': 68, 'impliedVolatility': 10.84, 'lastPrice': 640, 'change': 72.54999999999995, 'pChange': 12.785267424442672, 'totalBuyQuantity': 5250, 'totalSellQuantity': 6225, 'bidQty': 75, 'bidprice': 628.85, 'askQty': 75, 'askPrice': 650, 'underlyingValue': 22508.75}"
396,22650,20-Mar-2025,"{'strikePrice': 22650, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE22650.00', 'openInterest': 7970, 'changeinOpenInterest': 5502, 'pchangeinOpenInterest': 222.93354943273906, 'totalTradedVolume': 280367, 'impliedVolatility': 12.61, 'lastPrice': 169.1, 'change': -108.75000000000003, 'pChange': -39.13982364585208, 'totalBuyQuantity': 45975, 'totalSellQuantity': 43875, 'bidQty': 75, 'bidprice': 168.5, 'askQty': 150, 'askPrice': 169.15, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE22650.00', 'openInterest': 32575, 'changeinOpenInterest': 13246, 'pchangeinOpenInterest': 68.52915308603653, 'totalTradedVolume': 1440174, 'impliedVolatility': 13.68, 'lastPrice': 63.25, 'change': 21.1, 'pChange': 50.05931198102017, 'totalBuyQuantity': 148425, 'totalSellQuantity': 307875, 'bidQty': 375, 'bidprice': 63.05, 'askQty': 150, 'askPrice': 63.7, 'underlyingValue': 22508.75}"
397,22650,27-Mar-2025,"{'strikePrice': 22650, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE22650.00', 'openInterest': 3209, 'changeinOpenInterest': 644, 'pchangeinOpenInterest': 25.107212475633528, 'totalTradedVolume': 9312, 'impliedVolatility': 11.84, 'lastPrice': 212.95, 'change': -104.55000000000001, 'pChange': -32.929133858267726, 'totalBuyQuantity': 14550, 'totalSellQuantity': 17400, 'bidQty': 75, 'bidprice': 212.1, 'askQty': 75, 'askPrice': 214.1, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE22650.00', 'openInterest': 4327, 'changeinOpenInterest': 189, 'pchangeinOpenInterest': 4.5674238762687285, 'totalTradedVolume': 19462, 'impliedVolatility': 12.7, 'lastPrice': 156.15, 'change': 42.05000000000001, 'pChange': 36.85363716038564, 'totalBuyQuantity': 35625, 'totalSellQuantity': 36000, 'bidQty': 2475, 'bidprice': 156.15, 'askQty': 75, 'askPrice': 157, 'underlyingValue': 22508.75}"
398,22650,03-Apr-2025,"{'strikePrice': 22650, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE22650.00', 'openInterest': 4637, 'changeinOpenInterest': 29, 'pchangeinOpenInterest': 0.6293402777777778, 'totalTradedVolume': 459, 'impliedVolatility': 11.87, 'lastPrice': 244.75, 'change': -91.19999999999999, 'pChange': -27.146896859651733, 'totalBuyQuantity': 2625, 'totalSellQuantity': 1050, 'bidQty': 75, 'bidprice': 231.65, 'askQty': 75, 'askPrice': 369.4, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE22650.00', 'openInterest': 4740, 'changeinOpenInterest': 68, 'pchangeinOpenInterest': 1.4554794520547945, 'totalTradedVolume': 363, 'impliedVolatility': 12.71, 'lastPrice': 232.6, 'change': 50.69999999999999, 'pChange': 27.872457394172617, 'totalBuyQuantity': 14625, 'totalSellQuantity': 3675, 'bidQty': 300, 'bidprice': 229.3, 'askQty': 750, 'askPrice': 244.15, 'underlyingValue': 22508.75}"
399,22650,09-Apr-2025,"{'strikePrice': 22650, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE22650.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 4, 'impliedVolatility': 12.83, 'lastPrice': 285, 'change': -23.19999999999999, 'pChange': -7.527579493835168, 'totalBuyQuantity': 3825, 'totalSellQuantity': 1875, 'bidQty': 225, 'bidprice': 270, 'askQty': 75, 'askPrice': 295.85, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025CE22650.00', 'openInterest': 9, 'changeinOpenInterest': 1, 'pchangeinOpenInterest': 12.5, 'totalTradedVolume': 10, 'impliedVolatility': 13.11, 'lastPrice': 300, 'change': 43.69999999999999, 'pChange': 17.050331642606313, 'totalBuyQuantity': 12900, 'totalSellQuantity': 1875, 'bidQty': 900, 'bidprice': 262.3, 'askQty': 75, 'askPrice': 313, 'underlyingValue': 22508.75}"
400,22650,17-Apr-2025,"{'strikePrice': 22650, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE22650.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2700, 'totalSellQuantity': 2700, 'bidQty': 2700, 'bidprice': 273.1, 'askQty': 2700, 'askPrice': 334.55, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025CE22650.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3300, 'totalSellQuantity': 2100, 'bidQty': 300, 'bidprice': 333.35, 'askQty': 900, 'askPrice': 394.65, 'underlyingValue': 22508.75}"
401,22650,24-Apr-2025,"{'strikePrice': 22650, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE22650.00', 'openInterest': 584, 'changeinOpenInterest': 134, 'pchangeinOpenInterest': 29.77777777777778, 'totalTradedVolume': 232, 'impliedVolatility': 13.22, 'lastPrice': 334.95, 'change': -81.40000000000003, 'pChange': -19.550858652575965, 'totalBuyQuantity': 4200, 'totalSellQuantity': 900, 'bidQty': 900, 'bidprice': 315.05, 'askQty': 900, 'askPrice': 352.1, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE22650.00', 'openInterest': 675, 'changeinOpenInterest': 12, 'pchangeinOpenInterest': 1.8099547511312217, 'totalTradedVolume': 315, 'impliedVolatility': 12.75, 'lastPrice': 421.45, 'change': 61.69999999999999, 'pChange': 17.15079916608756, 'totalBuyQuantity': 9300, 'totalSellQuantity': 3525, 'bidQty': 75, 'bidprice': 418.6, 'askQty': 300, 'askPrice': 435, 'underlyingValue': 22508.75}"
402,22650,29-May-2025,"{'strikePrice': 22650, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE22650.00', 'openInterest': 86, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 8, 'impliedVolatility': 14.01, 'lastPrice': 415.4, 'change': -72.30000000000001, 'pChange': -14.824687307771173, 'totalBuyQuantity': 2700, 'totalSellQuantity': 2925, 'bidQty': 1800, 'bidprice': 388.7, 'askQty': 225, 'askPrice': 420.6, 'underlyingValue': 22508.75}","{'strikePrice': 22650, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE22650.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4425, 'totalSellQuantity': 4575, 'bidQty': 300, 'bidprice': 597, 'askQty': 900, 'askPrice': 640.25, 'underlyingValue': 22508.75}"
403,22700,20-Mar-2025,"{'strikePrice': 22700, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE22700.00', 'openInterest': 13209, 'changeinOpenInterest': 7790, 'pchangeinOpenInterest': 143.75346004797933, 'totalTradedVolume': 310467, 'impliedVolatility': 12.18, 'lastPrice': 200.5, 'change': -116.55000000000001, 'pChange': -36.76076328654786, 'totalBuyQuantity': 53625, 'totalSellQuantity': 89925, 'bidQty': 225, 'bidprice': 200.7, 'askQty': 150, 'askPrice': 201.8, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE22700.00', 'openInterest': 106002, 'changeinOpenInterest': 40143, 'pchangeinOpenInterest': 60.9529449278003, 'totalTradedVolume': 2180637, 'impliedVolatility': 13.37, 'lastPrice': 45.45, 'change': 14.050000000000004, 'pChange': 44.745222929936325, 'totalBuyQuantity': 1850475, 'totalSellQuantity': 552975, 'bidQty': 150, 'bidprice': 45.65, 'askQty': 150, 'askPrice': 46, 'underlyingValue': 22508.75}"
404,22700,27-Mar-2025,"{'strikePrice': 22700, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE22700.00', 'openInterest': 21949, 'changeinOpenInterest': -90, 'pchangeinOpenInterest': -0.4083669857979037, 'totalTradedVolume': 23519, 'impliedVolatility': 11.64, 'lastPrice': 239, 'change': -111.25, 'pChange': -31.76302640970735, 'totalBuyQuantity': 21225, 'totalSellQuantity': 26550, 'bidQty': 225, 'bidprice': 237.7, 'askQty': 300, 'askPrice': 240, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE22700.00', 'openInterest': 27370, 'changeinOpenInterest': 3047, 'pchangeinOpenInterest': 12.527237594046786, 'totalTradedVolume': 83037, 'impliedVolatility': 12.52, 'lastPrice': 133.35, 'change': 36.55, 'pChange': 37.75826446280991, 'totalBuyQuantity': 72600, 'totalSellQuantity': 93300, 'bidQty': 75, 'bidprice': 132.6, 'askQty': 75, 'askPrice': 133.25, 'underlyingValue': 22508.75}"
405,22700,03-Apr-2025,"{'strikePrice': 22700, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE22700.00', 'openInterest': 8999, 'changeinOpenInterest': 261, 'pchangeinOpenInterest': 2.9869535362783246, 'totalTradedVolume': 900, 'impliedVolatility': 11.77, 'lastPrice': 267, 'change': -101.44999999999999, 'pChange': -27.5342651648799, 'totalBuyQuantity': 2175, 'totalSellQuantity': 3150, 'bidQty': 225, 'bidprice': 250.1, 'askQty': 75, 'askPrice': 267, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE22700.00', 'openInterest': 9558, 'changeinOpenInterest': 193, 'pchangeinOpenInterest': 2.0608649225840896, 'totalTradedVolume': 2095, 'impliedVolatility': 12.58, 'lastPrice': 201.4, 'change': 41.20000000000002, 'pChange': 25.71785268414483, 'totalBuyQuantity': 15825, 'totalSellQuantity': 6000, 'bidQty': 300, 'bidprice': 205.6, 'askQty': 75, 'askPrice': 208.95, 'underlyingValue': 22508.75}"
406,22700,09-Apr-2025,"{'strikePrice': 22700, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE22700.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 13.92, 'lastPrice': 335, 'change': -104.35000000000002, 'pChange': -23.7509957892341, 'totalBuyQuantity': 3525, 'totalSellQuantity': 3975, 'bidQty': 900, 'bidprice': 268, 'askQty': 75, 'askPrice': 307.55, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025CE22700.00', 'openInterest': 62, 'changeinOpenInterest': 18, 'pchangeinOpenInterest': 40.90909090909091, 'totalTradedVolume': 159, 'impliedVolatility': 13.17, 'lastPrice': 277.15, 'change': 2.1499999999999773, 'pChange': 0.7818181818181736, 'totalBuyQuantity': 14325, 'totalSellQuantity': 3000, 'bidQty': 75, 'bidprice': 272.2, 'askQty': 75, 'askPrice': 286.5, 'underlyingValue': 22508.75}"
407,22700,17-Apr-2025,"{'strikePrice': 22700, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE22700.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2700, 'totalSellQuantity': 975, 'bidQty': 1800, 'bidprice': 306.25, 'askQty': 75, 'askPrice': 346.55, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025CE22700.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3300, 'totalSellQuantity': 1275, 'bidQty': 900, 'bidprice': 312.5, 'askQty': 300, 'askPrice': 356, 'underlyingValue': 22508.75}"
408,22700,24-Apr-2025,"{'strikePrice': 22700, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE22700.00', 'openInterest': 4448, 'changeinOpenInterest': 655, 'pchangeinOpenInterest': 17.268652781439492, 'totalTradedVolume': 2174, 'impliedVolatility': 13.18, 'lastPrice': 356, 'change': -87.60000000000002, 'pChange': -19.747520288548245, 'totalBuyQuantity': 10050, 'totalSellQuantity': 10575, 'bidQty': 225, 'bidprice': 355, 'askQty': 75, 'askPrice': 356, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE22700.00', 'openInterest': 3863, 'changeinOpenInterest': 321, 'pchangeinOpenInterest': 9.062676453980801, 'totalTradedVolume': 2611, 'impliedVolatility': 12.64, 'lastPrice': 393.8, 'change': 58.400000000000034, 'pChange': 17.412045319022074, 'totalBuyQuantity': 9000, 'totalSellQuantity': 15600, 'bidQty': 75, 'bidprice': 379.95, 'askQty': 225, 'askPrice': 394, 'underlyingValue': 22508.75}"
409,22700,29-May-2025,"{'strikePrice': 22700, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE22700.00', 'openInterest': 73, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 17.741935483870968, 'totalTradedVolume': 39, 'impliedVolatility': 14.06, 'lastPrice': 438.45, 'change': -66.80000000000001, 'pChange': -13.221177634834241, 'totalBuyQuantity': 1050, 'totalSellQuantity': 3150, 'bidQty': 75, 'bidprice': 435, 'askQty': 450, 'askPrice': 443, 'underlyingValue': 22508.75}","{'strikePrice': 22700, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE22700.00', 'openInterest': 150, 'changeinOpenInterest': 13, 'pchangeinOpenInterest': 9.489051094890511, 'totalTradedVolume': 97, 'impliedVolatility': 10.8, 'lastPrice': 577, 'change': 63.549999999999955, 'pChange': 12.377057162333225, 'totalBuyQuantity': 5850, 'totalSellQuantity': 5100, 'bidQty': 300, 'bidprice': 575.45, 'askQty': 75, 'askPrice': 586.75, 'underlyingValue': 22508.75}"
410,22750,20-Mar-2025,"{'strikePrice': 22750, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE22750.00', 'openInterest': 4292, 'changeinOpenInterest': 3767, 'pchangeinOpenInterest': 717.5238095238095, 'totalTradedVolume': 55858, 'impliedVolatility': 11.98, 'lastPrice': 239.45, 'change': -122.35000000000002, 'pChange': -33.81702598120509, 'totalBuyQuantity': 26325, 'totalSellQuantity': 19650, 'bidQty': 150, 'bidprice': 237.95, 'askQty': 150, 'askPrice': 238.85, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE22750.00', 'openInterest': 41246, 'changeinOpenInterest': 25806, 'pchangeinOpenInterest': 167.13730569948186, 'totalTradedVolume': 1187745, 'impliedVolatility': 13.22, 'lastPrice': 32.45, 'change': 8.750000000000004, 'pChange': 36.919831223628705, 'totalBuyQuantity': 1594500, 'totalSellQuantity': 229800, 'bidQty': 75, 'bidprice': 32.45, 'askQty': 600, 'askPrice': 33.1, 'underlyingValue': 22508.75}"
411,22750,27-Mar-2025,"{'strikePrice': 22750, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE22750.00', 'openInterest': 1233, 'changeinOpenInterest': 143, 'pchangeinOpenInterest': 13.119266055045872, 'totalTradedVolume': 3108, 'impliedVolatility': 11.43, 'lastPrice': 269.1, 'change': -115.34999999999997, 'pChange': -30.003901677721412, 'totalBuyQuantity': 9225, 'totalSellQuantity': 19050, 'bidQty': 225, 'bidprice': 266.2, 'askQty': 75, 'askPrice': 269.15, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE22750.00', 'openInterest': 4981, 'changeinOpenInterest': 687, 'pchangeinOpenInterest': 15.99906846762925, 'totalTradedVolume': 23768, 'impliedVolatility': 12.38, 'lastPrice': 111.65, 'change': 30.400000000000006, 'pChange': 37.415384615384625, 'totalBuyQuantity': 30375, 'totalSellQuantity': 26400, 'bidQty': 75, 'bidprice': 111.25, 'askQty': 1050, 'askPrice': 112.55, 'underlyingValue': 22508.75}"
412,22750,03-Apr-2025,"{'strikePrice': 22750, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025PE22750.00', 'openInterest': 4733, 'changeinOpenInterest': 34, 'pchangeinOpenInterest': 0.7235582038731645, 'totalTradedVolume': 87, 'impliedVolatility': 11.85, 'lastPrice': 300, 'change': -70.25, 'pChange': -18.97366644159352, 'totalBuyQuantity': 2850, 'totalSellQuantity': 3675, 'bidQty': 1800, 'bidprice': 123.5, 'askQty': 75, 'askPrice': 315.3, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '03-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-04-2025CE22750.00', 'openInterest': 4848, 'changeinOpenInterest': 37, 'pchangeinOpenInterest': 0.7690708792350862, 'totalTradedVolume': 254, 'impliedVolatility': 12.48, 'lastPrice': 183.85, 'change': 41.79999999999998, 'pChange': 29.426258359732476, 'totalBuyQuantity': 15450, 'totalSellQuantity': 1050, 'bidQty': 750, 'bidprice': 166.5, 'askQty': 75, 'askPrice': 200, 'underlyingValue': 22508.75}"
413,22750,09-Apr-2025,"{'strikePrice': 22750, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025PE22750.00', 'openInterest': 7, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 75, 'totalTradedVolume': 5, 'impliedVolatility': 13.66, 'lastPrice': 356.15, 'change': -77.90000000000003, 'pChange': -17.947241101255624, 'totalBuyQuantity': 3675, 'totalSellQuantity': 1425, 'bidQty': 1800, 'bidprice': 125.15, 'askQty': 900, 'askPrice': 380.45, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '09-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY09-04-2025CE22750.00', 'openInterest': 24, 'changeinOpenInterest': 20, 'pchangeinOpenInterest': 500, 'totalTradedVolume': 51, 'impliedVolatility': 13.15, 'lastPrice': 254.05, 'change': 39.05000000000001, 'pChange': 18.162790697674424, 'totalBuyQuantity': 13950, 'totalSellQuantity': 4650, 'bidQty': 75, 'bidprice': 245.2, 'askQty': 75, 'askPrice': 261.55, 'underlyingValue': 22508.75}"
414,22750,17-Apr-2025,"{'strikePrice': 22750, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025PE22750.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 21.59, 'lastPrice': 586.35, 'change': 53.30000000000007, 'pChange': 9.999062001688412, 'totalBuyQuantity': 1800, 'totalSellQuantity': 2400, 'bidQty': 1800, 'bidprice': 266.95, 'askQty': 900, 'askPrice': 440, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '17-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY17-04-2025CE22750.00', 'openInterest': 2, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 6, 'impliedVolatility': 12.98, 'lastPrice': 319.85, 'change': -3.5499999999999545, 'pChange': -1.0977118119975122, 'totalBuyQuantity': 4275, 'totalSellQuantity': 900, 'bidQty': 75, 'bidprice': 291.65, 'askQty': 900, 'askPrice': 352.7, 'underlyingValue': 22508.75}"
415,22750,24-Apr-2025,"{'strikePrice': 22750, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE22750.00', 'openInterest': 599, 'changeinOpenInterest': 156, 'pchangeinOpenInterest': 35.214446952595935, 'totalTradedVolume': 311, 'impliedVolatility': 13.13, 'lastPrice': 379.05, 'change': -87.39999999999998, 'pChange': -18.73727087576374, 'totalBuyQuantity': 3675, 'totalSellQuantity': 2400, 'bidQty': 75, 'bidprice': 377.9, 'askQty': 75, 'askPrice': 378, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE22750.00', 'openInterest': 577, 'changeinOpenInterest': 46, 'pchangeinOpenInterest': 8.662900188323917, 'totalTradedVolume': 187, 'impliedVolatility': 12.63, 'lastPrice': 366.9, 'change': 55.5, 'pChange': 17.82273603082852, 'totalBuyQuantity': 5100, 'totalSellQuantity': 4350, 'bidQty': 75, 'bidprice': 351, 'askQty': 900, 'askPrice': 394.8, 'underlyingValue': 22508.75}"
416,22750,29-May-2025,"{'strikePrice': 22750, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025PE22750.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 15.07, 'lastPrice': 500, 'change': -8.350000000000023, 'pChange': -1.6425690960952144, 'totalBuyQuantity': 2250, 'totalSellQuantity': 1500, 'bidQty': 300, 'bidprice': 445.65, 'askQty': 300, 'askPrice': 463.55, 'underlyingValue': 22508.75}","{'strikePrice': 22750, 'expiryDate': '29-May-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-05-2025CE22750.00', 'openInterest': 4, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 10.26, 'lastPrice': 527.55, 'change': -22.450000000000045, 'pChange': -4.08181818181819, 'totalBuyQuantity': 4200, 'totalSellQuantity': 6225, 'bidQty': 300, 'bidprice': 541.55, 'askQty': 900, 'askPrice': 593.7, 'underlyingValue': 22508.75}"
417,22800,20-Mar-2025,"{'strikePrice': 22800, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025PE22800.00', 'openInterest': 6904, 'changeinOpenInterest': 1843, 'pchangeinOpenInterest': 36.41572811697293, 'totalTradedVolume': 100171, 'impliedVolatility': 11.29, 'lastPrice': 277.65, 'change': -121.40000000000003, 'pChange': -30.422252850519993, 'totalBuyQuantity': 31875, 'totalSellQuantity': 32325, 'bidQty': 150, 'bidprice': 276.9, 'askQty': 150, 'askPrice': 278.15, 'underlyingValue': 22508.75}","{'strikePrice': 22800, 'expiryDate': '20-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY20-03-2025CE22800.00', 'openInterest': 109637, 'changeinOpenInterest': 60864, 'pchangeinOpenInterest': 124.79035531954155, 'totalTradedVolume': 1976235, 'impliedVolatility': 13.05, 'lastPrice': 22.9, 'change': 5.349999999999998, 'pChange': 30.484330484330467, 'totalBuyQuantity': 2334525, 'totalSellQuantity': 666750, 'bidQty': 3675, 'bidprice': 22.5, 'askQty': 75, 'askPrice': 22.9, 'underlyingValue': 22508.75}"
418,22800,27-Mar-2025,"{'strikePrice': 22800, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE22800.00', 'openInterest': 10976, 'changeinOpenInterest': 79, 'pchangeinOpenInterest': 0.7249701752775993, 'totalTradedVolume': 17824, 'impliedVolatility': 11.25, 'lastPrice': 299.8, 'change': -121.39999999999998, 'pChange': -28.822412155745486, 'totalBuyQuantity': 26775, 'totalSellQuantity': 19425, 'bidQty': 75, 'bidprice': 298.2, 'askQty': 75, 'askPrice': 299.9, 'underlyingValue': 22508.75}","{'strikePrice': 22800, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE22800.00', 'openInterest': 34047, 'changeinOpenInterest': -1079, 'pchangeinOpenInterest': -3.07179866765359, 'totalTradedVolume': 85174, 'impliedVolatility': 12.21, 'lastPrice': 93, 'change': 25.599999999999994, 'pChange': 37.98219584569732, 'totalBuyQuantity': 66750, 'totalSellQuantity': 103350, 'bidQty': 225, 'bidprice': 92.5, 'askQty': 600, 'askPrice': 93, 'underlyingValue': 22508.75}"
